Nama Provinsi,Nama Kabupaten Kota,Kelompok Umur,Jenis Kelamin,Jumlah Kasus,Tahun
JAWA BARAT,KABUPATEN SUKABUMI,0-4,LAKI-LAKI,2,2020
JAWA BARAT,KABUPATEN SUKABUMI,0-4,PEREMPUAN,1,2020
JAWA BARAT,KABUPATEN SUKABUMI,5-14,LAKI-LAKI,1,2020
JAWA BARAT,KABUPATEN SUKABUMI,5-14,PEREMPUAN,2,2020
JAWA BARAT,KABUPATEN SUKABUMI,15-19,LAKI-LAKI,6,2020
JAWA BARAT,KABUPATEN SUKABUMI,15-19,PEREMPUAN,2,2020
JAWA BARAT,KABUPATEN SUKABUMI,20-24,LAKI-LAKI,16,2020
JAWA BARAT,KABUPATEN SUKABUMI,20-24,PEREMPUAN,5,2020
JAWA BARAT,KABUPATEN SUKABUMI,25-49,LAKI-LAKI,45,2020
JAWA BARAT,KABUPATEN SUKABUMI,25-49,PEREMPUAN,28,2020
JAWA BARAT,KABUPATEN SUKABUMI,≥50,LAKI-LAKI,2,2020
JAWA BARAT,KABUPATEN SUKABUMI,≥50,PEREMPUAN,0,2020
JAWA BARAT,KABUPATEN CIANJUR,0-4,LAKI-LAKI,3,2020
JAWA BARAT,KABUPATEN CIANJUR,0-4,PEREMPUAN,0,2020
JAWA BARAT,KABUPATEN CIANJUR,5-14,LAKI-LAKI,0,2020
JAWA BARAT,KABUPATEN CIANJUR,5-14,PEREMPUAN,1,2020
JAWA BARAT,KABUPATEN CIANJUR,15-19,LAKI-LAKI,15,2020
JAWA BARAT,KABUPATEN CIANJUR,15-19,PEREMPUAN,2,2020
JAWA BARAT,KABUPATEN CIANJUR,20-24,LAKI-LAKI,23,2020
JAWA BARAT,KABUPATEN CIANJUR,20-24,PEREMPUAN,7,2020
JAWA BARAT,KABUPATEN CIANJUR,25-49,LAKI-LAKI,92,2020
JAWA BARAT,KABUPATEN CIANJUR,25-49,PEREMPUAN,44,2020
JAWA BARAT,KABUPATEN CIANJUR,≥50,LAKI-LAKI,2,2020
JAWA BARAT,KABUPATEN CIANJUR,≥50,PEREMPUAN,0,2020
JAWA BARAT,KABUPATEN BANDUNG,0-4,LAKI-LAKI,1,2020
JAWA BARAT,KABUPATEN BANDUNG,0-4,PEREMPUAN,2,2020
JAWA BARAT,KABUPATEN BANDUNG,5-14,LAKI-LAKI,2,2020
JAWA BARAT,KABUPATEN BANDUNG,5-14,PEREMPUAN,1,2020
JAWA BARAT,KABUPATEN BANDUNG,15-19,LAKI-LAKI,8,2020
JAWA BARAT,KABUPATEN BANDUNG,15-19,PEREMPUAN,3,2020
JAWA BARAT,KABUPATEN BANDUNG,20-24,LAKI-LAKI,32,2020
JAWA BARAT,KABUPATEN BANDUNG,20-24,PEREMPUAN,5,2020
JAWA BARAT,KABUPATEN BANDUNG,25-49,LAKI-LAKI,80,2020
JAWA BARAT,KABUPATEN BANDUNG,25-49,PEREMPUAN,35,2020
JAWA BARAT,KABUPATEN BANDUNG,≥50,LAKI-LAKI,7,2020
JAWA BARAT,KABUPATEN BANDUNG,≥50,PEREMPUAN,0,2020
JAWA BARAT,KABUPATEN GARUT,0-4,LAKI-LAKI,0,2020
JAWA BARAT,KABUPATEN GARUT,0-4,PEREMPUAN,0,2020
JAWA BARAT,KABUPATEN GARUT,5-14,LAKI-LAKI,0,2020
JAWA BARAT,KABUPATEN GARUT,5-14,PEREMPUAN,0,2020
JAWA BARAT,KABUPATEN GARUT,15-19,LAKI-LAKI,0,2020
JAWA BARAT,KABUPATEN GARUT,15-19,PEREMPUAN,1,2020
JAWA BARAT,KABUPATEN GARUT,20-24,LAKI-LAKI,0,2020
JAWA BARAT,KABUPATEN GARUT,20-24,PEREMPUAN,0,2020
JAWA BARAT,KABUPATEN GARUT,25-49,LAKI-LAKI,0,2020
JAWA BARAT,KABUPATEN GARUT,25-49,PEREMPUAN,4,2020
JAWA BARAT,KABUPATEN GARUT,≥50,LAKI-LAKI,0,2020
JAWA BARAT,KABUPATEN GARUT,≥50,PEREMPUAN,0,2020
JAWA BARAT,KABUPATEN TASIKMALAYA,0-4,LAKI-LAKI,0,2020
JAWA BARAT,KABUPATEN TASIKMALAYA,0-4,PEREMPUAN,0,2020
JAWA BARAT,KABUPATEN TASIKMALAYA,5-14,LAKI-LAKI,0,2020
JAWA BARAT,KABUPATEN TASIKMALAYA,5-14,PEREMPUAN,1,2020
JAWA BARAT,KABUPATEN TASIKMALAYA,15-19,LAKI-LAKI,0,2020
JAWA BARAT,KABUPATEN TASIKMALAYA,15-19,PEREMPUAN,0,2020
JAWA BARAT,KABUPATEN TASIKMALAYA,20-24,LAKI-LAKI,8,2020
JAWA BARAT,KABUPATEN TASIKMALAYA,20-24,PEREMPUAN,8,2020
JAWA BARAT,KABUPATEN TASIKMALAYA,25-49,LAKI-LAKI,55,2020
JAWA BARAT,KABUPATEN TASIKMALAYA,25-49,PEREMPUAN,20,2020
JAWA BARAT,KABUPATEN TASIKMALAYA,≥50,LAKI-LAKI,1,2020
JAWA BARAT,KABUPATEN TASIKMALAYA,≥50,PEREMPUAN,2,2020
JAWA BARAT,KABUPATEN CIAMIS,0-4,LAKI-LAKI,0,2020
JAWA BARAT,KABUPATEN CIAMIS,0-4,PEREMPUAN,0,2020
JAWA BARAT,KABUPATEN CIAMIS,5-14,LAKI-LAKI,0,2020
JAWA BARAT,KABUPATEN CIAMIS,5-14,PEREMPUAN,0,2020
JAWA BARAT,KABUPATEN CIAMIS,15-19,LAKI-LAKI,0,2020
JAWA BARAT,KABUPATEN CIAMIS,15-19,PEREMPUAN,0,2020
JAWA BARAT,KABUPATEN CIAMIS,20-24,LAKI-LAKI,0,2020
JAWA BARAT,KABUPATEN CIAMIS,20-24,PEREMPUAN,0,2020
JAWA BARAT,KABUPATEN CIAMIS,25-49,LAKI-LAKI,0,2020
JAWA BARAT,KABUPATEN CIAMIS,25-49,PEREMPUAN,0,2020
JAWA BARAT,KABUPATEN CIAMIS,≥50,LAKI-LAKI,0,2020
JAWA BARAT,KABUPATEN CIAMIS,≥50,PEREMPUAN,0,2020
JAWA BARAT,KABUPATEN KUNINGAN,0-4,LAKI-LAKI,0,2020
JAWA BARAT,KABUPATEN KUNINGAN,0-4,PEREMPUAN,0,2020
JAWA BARAT,KABUPATEN KUNINGAN,5-14,LAKI-LAKI,2,2020
JAWA BARAT,KABUPATEN KUNINGAN,5-14,PEREMPUAN,0,2020
JAWA BARAT,KABUPATEN KUNINGAN,15-19,LAKI-LAKI,1,2020
JAWA BARAT,KABUPATEN KUNINGAN,15-19,PEREMPUAN,0,2020
JAWA BARAT,KABUPATEN KUNINGAN,20-24,LAKI-LAKI,6,2020
JAWA BARAT,KABUPATEN KUNINGAN,20-24,PEREMPUAN,1,2020
JAWA BARAT,KABUPATEN KUNINGAN,25-49,LAKI-LAKI,24,2020
JAWA BARAT,KABUPATEN KUNINGAN,25-49,PEREMPUAN,11,2020
JAWA BARAT,KABUPATEN KUNINGAN,≥50,LAKI-LAKI,3,2020
JAWA BARAT,KABUPATEN KUNINGAN,≥50,PEREMPUAN,0,2020
JAWA BARAT,KABUPATEN CIREBON,0-4,LAKI-LAKI,1,2020
JAWA BARAT,KABUPATEN CIREBON,0-4,PEREMPUAN,0,2020
JAWA BARAT,KABUPATEN CIREBON,5-14,LAKI-LAKI,1,2020
JAWA BARAT,KABUPATEN CIREBON,5-14,PEREMPUAN,0,2020
JAWA BARAT,KABUPATEN CIREBON,15-19,LAKI-LAKI,2,2020
JAWA BARAT,KABUPATEN CIREBON,15-19,PEREMPUAN,1,2020
JAWA BARAT,KABUPATEN CIREBON,20-24,LAKI-LAKI,25,2020
JAWA BARAT,KABUPATEN CIREBON,20-24,PEREMPUAN,7,2020
JAWA BARAT,KABUPATEN CIREBON,25-49,LAKI-LAKI,129,2020
JAWA BARAT,KABUPATEN CIREBON,25-49,PEREMPUAN,60,2020
JAWA BARAT,KABUPATEN CIREBON,≥50,LAKI-LAKI,16,2020
JAWA BARAT,KABUPATEN CIREBON,≥50,PEREMPUAN,9,2020
JAWA BARAT,KABUPATEN MAJALENGKA,0-4,LAKI-LAKI,0,2020
JAWA BARAT,KABUPATEN MAJALENGKA,0-4,PEREMPUAN,0,2020
JAWA BARAT,KABUPATEN MAJALENGKA,5-14,LAKI-LAKI,0,2020
JAWA BARAT,KABUPATEN MAJALENGKA,5-14,PEREMPUAN,1,2020
JAWA BARAT,KABUPATEN MAJALENGKA,15-19,LAKI-LAKI,1,2020
JAWA BARAT,KABUPATEN MAJALENGKA,15-19,PEREMPUAN,0,2020
JAWA BARAT,KABUPATEN MAJALENGKA,20-24,LAKI-LAKI,14,2020
JAWA BARAT,KABUPATEN MAJALENGKA,20-24,PEREMPUAN,2,2020
JAWA BARAT,KABUPATEN MAJALENGKA,25-49,LAKI-LAKI,42,2020
JAWA BARAT,KABUPATEN MAJALENGKA,25-49,PEREMPUAN,13,2020
JAWA BARAT,KABUPATEN MAJALENGKA,≥50,LAKI-LAKI,11,2020
JAWA BARAT,KABUPATEN MAJALENGKA,≥50,PEREMPUAN,3,2020
JAWA BARAT,KABUPATEN SUMEDANG,0-4,LAKI-LAKI,0,2020
JAWA BARAT,KABUPATEN SUMEDANG,0-4,PEREMPUAN,0,2020
JAWA BARAT,KABUPATEN SUMEDANG,5-14,LAKI-LAKI,0,2020
JAWA BARAT,KABUPATEN SUMEDANG,5-14,PEREMPUAN,0,2020
JAWA BARAT,KABUPATEN SUMEDANG,15-19,LAKI-LAKI,0,2020
JAWA BARAT,KABUPATEN SUMEDANG,15-19,PEREMPUAN,0,2020
JAWA BARAT,KABUPATEN SUMEDANG,20-24,LAKI-LAKI,0,2020
JAWA BARAT,KABUPATEN SUMEDANG,20-24,PEREMPUAN,0,2020
JAWA BARAT,KABUPATEN SUMEDANG,25-49,LAKI-LAKI,0,2020
JAWA BARAT,KABUPATEN SUMEDANG,25-49,PEREMPUAN,0,2020
JAWA BARAT,KABUPATEN SUMEDANG,≥50,LAKI-LAKI,0,2020
JAWA BARAT,KABUPATEN SUMEDANG,≥50,PEREMPUAN,0,2020
JAWA BARAT,KABUPATEN INDRAMAYU,0-4,LAKI-LAKI,5,2020
JAWA BARAT,KABUPATEN INDRAMAYU,0-4,PEREMPUAN,1,2020
JAWA BARAT,KABUPATEN INDRAMAYU,5-14,LAKI-LAKI,4,2020
JAWA BARAT,KABUPATEN INDRAMAYU,5-14,PEREMPUAN,6,2020
JAWA BARAT,KABUPATEN INDRAMAYU,15-19,LAKI-LAKI,3,2020
JAWA BARAT,KABUPATEN INDRAMAYU,15-19,PEREMPUAN,4,2020
JAWA BARAT,KABUPATEN INDRAMAYU,20-24,LAKI-LAKI,12,2020
JAWA BARAT,KABUPATEN INDRAMAYU,20-24,PEREMPUAN,15,2020
JAWA BARAT,KABUPATEN INDRAMAYU,25-49,LAKI-LAKI,93,2020
JAWA BARAT,KABUPATEN INDRAMAYU,25-49,PEREMPUAN,113,2020
JAWA BARAT,KABUPATEN INDRAMAYU,≥50,LAKI-LAKI,9,2020
JAWA BARAT,KABUPATEN INDRAMAYU,≥50,PEREMPUAN,10,2020
JAWA BARAT,KABUPATEN SUBANG,0-4,LAKI-LAKI,1,2020
JAWA BARAT,KABUPATEN SUBANG,0-4,PEREMPUAN,0,2020
JAWA BARAT,KABUPATEN SUBANG,5-14,LAKI-LAKI,0,2020
JAWA BARAT,KABUPATEN SUBANG,5-14,PEREMPUAN,1,2020
JAWA BARAT,KABUPATEN SUBANG,15-19,LAKI-LAKI,4,2020
JAWA BARAT,KABUPATEN SUBANG,15-19,PEREMPUAN,0,2020
JAWA BARAT,KABUPATEN SUBANG,20-24,LAKI-LAKI,49,2020
JAWA BARAT,KABUPATEN SUBANG,20-24,PEREMPUAN,15,2020
JAWA BARAT,KABUPATEN SUBANG,25-49,LAKI-LAKI,94,2020
JAWA BARAT,KABUPATEN SUBANG,25-49,PEREMPUAN,75,2020
JAWA BARAT,KABUPATEN SUBANG,≥50,LAKI-LAKI,6,2020
JAWA BARAT,KABUPATEN SUBANG,≥50,PEREMPUAN,2,2020
JAWA BARAT,KABUPATEN PURWAKARTA,0-4,LAKI-LAKI,1,2020
JAWA BARAT,KABUPATEN PURWAKARTA,0-4,PEREMPUAN,2,2020
JAWA BARAT,KABUPATEN PURWAKARTA,5-14,LAKI-LAKI,0,2020
JAWA BARAT,KABUPATEN PURWAKARTA,5-14,PEREMPUAN,0,2020
JAWA BARAT,KABUPATEN PURWAKARTA,15-19,LAKI-LAKI,10,2020
JAWA BARAT,KABUPATEN PURWAKARTA,15-19,PEREMPUAN,0,2020
JAWA BARAT,KABUPATEN PURWAKARTA,20-24,LAKI-LAKI,33,2020
JAWA BARAT,KABUPATEN PURWAKARTA,20-24,PEREMPUAN,2,2020
JAWA BARAT,KABUPATEN PURWAKARTA,25-49,LAKI-LAKI,123,2020
JAWA BARAT,KABUPATEN PURWAKARTA,25-49,PEREMPUAN,49,2020
JAWA BARAT,KABUPATEN PURWAKARTA,≥50,LAKI-LAKI,9,2020
JAWA BARAT,KABUPATEN PURWAKARTA,≥50,PEREMPUAN,5,2020
JAWA BARAT,KABUPATEN KARAWANG,0-4,LAKI-LAKI,6,2020
JAWA BARAT,KABUPATEN KARAWANG,0-4,PEREMPUAN,1,2020
JAWA BARAT,KABUPATEN KARAWANG,5-14,LAKI-LAKI,1,2020
JAWA BARAT,KABUPATEN KARAWANG,5-14,PEREMPUAN,0,2020
JAWA BARAT,KABUPATEN KARAWANG,15-19,LAKI-LAKI,7,2020
JAWA BARAT,KABUPATEN KARAWANG,15-19,PEREMPUAN,2,2020
JAWA BARAT,KABUPATEN KARAWANG,20-24,LAKI-LAKI,42,2020
JAWA BARAT,KABUPATEN KARAWANG,20-24,PEREMPUAN,8,2020
JAWA BARAT,KABUPATEN KARAWANG,25-49,LAKI-LAKI,127,2020
JAWA BARAT,KABUPATEN KARAWANG,25-49,PEREMPUAN,94,2020
JAWA BARAT,KABUPATEN KARAWANG,≥50,LAKI-LAKI,20,2020
JAWA BARAT,KABUPATEN KARAWANG,≥50,PEREMPUAN,7,2020
JAWA BARAT,KABUPATEN BEKASI,0-4,LAKI-LAKI,0,2020
JAWA BARAT,KABUPATEN BEKASI,0-4,PEREMPUAN,0,2020
JAWA BARAT,KABUPATEN BEKASI,5-14,LAKI-LAKI,0,2020
JAWA BARAT,KABUPATEN BEKASI,5-14,PEREMPUAN,0,2020
JAWA BARAT,KABUPATEN BEKASI,15-19,LAKI-LAKI,1,2020
JAWA BARAT,KABUPATEN BEKASI,15-19,PEREMPUAN,2,2020
JAWA BARAT,KABUPATEN BEKASI,20-24,LAKI-LAKI,38,2020
JAWA BARAT,KABUPATEN BEKASI,20-24,PEREMPUAN,8,2020
JAWA BARAT,KABUPATEN BEKASI,25-49,LAKI-LAKI,63,2020
JAWA BARAT,KABUPATEN BEKASI,25-49,PEREMPUAN,18,2020
JAWA BARAT,KABUPATEN BEKASI,≥50,LAKI-LAKI,3,2020
JAWA BARAT,KABUPATEN BEKASI,≥50,PEREMPUAN,1,2020
JAWA BARAT,KABUPATEN BANDUNG BARAT,0-4,LAKI-LAKI,2,2020
JAWA BARAT,KABUPATEN BANDUNG BARAT,0-4,PEREMPUAN,0,2020
JAWA BARAT,KABUPATEN BANDUNG BARAT,5-14,LAKI-LAKI,0,2020
JAWA BARAT,KABUPATEN BANDUNG BARAT,5-14,PEREMPUAN,0,2020
JAWA BARAT,KABUPATEN BANDUNG BARAT,15-19,LAKI-LAKI,3,2020
JAWA BARAT,KABUPATEN BANDUNG BARAT,15-19,PEREMPUAN,0,2020
JAWA BARAT,KABUPATEN BANDUNG BARAT,20-24,LAKI-LAKI,14,2020
JAWA BARAT,KABUPATEN BANDUNG BARAT,20-24,PEREMPUAN,2,2020
JAWA BARAT,KABUPATEN BANDUNG BARAT,25-49,LAKI-LAKI,31,2020
JAWA BARAT,KABUPATEN BANDUNG BARAT,25-49,PEREMPUAN,11,2020
JAWA BARAT,KABUPATEN BANDUNG BARAT,≥50,LAKI-LAKI,3,2020
JAWA BARAT,KABUPATEN BANDUNG BARAT,≥50,PEREMPUAN,1,2020
JAWA BARAT,KABUPATEN PANGANDARAN,0-4,LAKI-LAKI,0,2020
JAWA BARAT,KABUPATEN PANGANDARAN,0-4,PEREMPUAN,0,2020
JAWA BARAT,KABUPATEN PANGANDARAN,5-14,LAKI-LAKI,0,2020
JAWA BARAT,KABUPATEN PANGANDARAN,5-14,PEREMPUAN,0,2020
JAWA BARAT,KABUPATEN PANGANDARAN,15-19,LAKI-LAKI,1,2020
JAWA BARAT,KABUPATEN PANGANDARAN,15-19,PEREMPUAN,0,2020
JAWA BARAT,KABUPATEN PANGANDARAN,20-24,LAKI-LAKI,4,2020
JAWA BARAT,KABUPATEN PANGANDARAN,20-24,PEREMPUAN,1,2020
JAWA BARAT,KABUPATEN PANGANDARAN,25-49,LAKI-LAKI,6,2020
JAWA BARAT,KABUPATEN PANGANDARAN,25-49,PEREMPUAN,3,2020
JAWA BARAT,KABUPATEN PANGANDARAN,≥50,LAKI-LAKI,1,2020
JAWA BARAT,KABUPATEN PANGANDARAN,≥50,PEREMPUAN,0,2020
JAWA BARAT,KOTA BOGOR,0-4,LAKI-LAKI,5,2020
JAWA BARAT,KOTA BOGOR,0-4,PEREMPUAN,1,2020
JAWA BARAT,KOTA BOGOR,5-14,LAKI-LAKI,2,2020
JAWA BARAT,KOTA BOGOR,5-14,PEREMPUAN,4,2020
JAWA BARAT,KOTA BOGOR,15-19,LAKI-LAKI,7,2020
JAWA BARAT,KOTA BOGOR,15-19,PEREMPUAN,0,2020
JAWA BARAT,KOTA BOGOR,20-24,LAKI-LAKI,38,2020
JAWA BARAT,KOTA BOGOR,20-24,PEREMPUAN,15,2020
JAWA BARAT,KOTA BOGOR,25-49,LAKI-LAKI,192,2020
JAWA BARAT,KOTA BOGOR,25-49,PEREMPUAN,84,2020
JAWA BARAT,KOTA BOGOR,≥50,LAKI-LAKI,15,2020
JAWA BARAT,KOTA BOGOR,≥50,PEREMPUAN,1,2020
JAWA BARAT,KOTA SUKABUMI,0-4,LAKI-LAKI,0,2020
JAWA BARAT,KOTA SUKABUMI,0-4,PEREMPUAN,2,2020
JAWA BARAT,KOTA SUKABUMI,5-14,LAKI-LAKI,0,2020
JAWA BARAT,KOTA SUKABUMI,5-14,PEREMPUAN,0,2020
JAWA BARAT,KOTA SUKABUMI,15-19,LAKI-LAKI,0,2020
JAWA BARAT,KOTA SUKABUMI,15-19,PEREMPUAN,0,2020
JAWA BARAT,KOTA SUKABUMI,20-24,LAKI-LAKI,9,2020
JAWA BARAT,KOTA SUKABUMI,20-24,PEREMPUAN,0,2020
JAWA BARAT,KOTA SUKABUMI,25-49,LAKI-LAKI,14,2020
JAWA BARAT,KOTA SUKABUMI,25-49,PEREMPUAN,14,2020
JAWA BARAT,KOTA SUKABUMI,≥50,LAKI-LAKI,1,2020
JAWA BARAT,KOTA SUKABUMI,≥50,PEREMPUAN,1,2020
JAWA BARAT,KOTA BANDUNG,0-4,LAKI-LAKI,1,2020
JAWA BARAT,KOTA BANDUNG,0-4,PEREMPUAN,0,2020
JAWA BARAT,KOTA BANDUNG,5-14,LAKI-LAKI,0,2020
JAWA BARAT,KOTA BANDUNG,5-14,PEREMPUAN,0,2020
JAWA BARAT,KOTA BANDUNG,15-19,LAKI-LAKI,3,2020
JAWA BARAT,KOTA BANDUNG,15-19,PEREMPUAN,1,2020
JAWA BARAT,KOTA BANDUNG,20-24,LAKI-LAKI,20,2020
JAWA BARAT,KOTA BANDUNG,20-24,PEREMPUAN,3,2020
JAWA BARAT,KOTA BANDUNG,25-49,LAKI-LAKI,40,2020
JAWA BARAT,KOTA BANDUNG,25-49,PEREMPUAN,11,2020
JAWA BARAT,KOTA BANDUNG,≥50,LAKI-LAKI,2,2020
JAWA BARAT,KOTA BANDUNG,≥50,PEREMPUAN,1,2020
JAWA BARAT,KOTA CIREBON,0-4,LAKI-LAKI,233,2020
JAWA BARAT,KOTA CIREBON,0-4,PEREMPUAN,109,2020
JAWA BARAT,KOTA CIREBON,5-14,LAKI-LAKI,0,2020
JAWA BARAT,KOTA CIREBON,5-14,PEREMPUAN,0,2020
JAWA BARAT,KOTA CIREBON,15-19,LAKI-LAKI,0,2020
JAWA BARAT,KOTA CIREBON,15-19,PEREMPUAN,0,2020
JAWA BARAT,KOTA CIREBON,20-24,LAKI-LAKI,0,2020
JAWA BARAT,KOTA CIREBON,20-24,PEREMPUAN,0,2020
JAWA BARAT,KOTA CIREBON,25-49,LAKI-LAKI,0,2020
JAWA BARAT,KOTA CIREBON,25-49,PEREMPUAN,0,2020
JAWA BARAT,KOTA CIREBON,≥50,LAKI-LAKI,0,2020
JAWA BARAT,KOTA CIREBON,≥50,PEREMPUAN,0,2020
JAWA BARAT,KOTA BEKASI,0-4,LAKI-LAKI,2,2020
JAWA BARAT,KOTA BEKASI,0-4,PEREMPUAN,1,2020
JAWA BARAT,KOTA BEKASI,5-14,LAKI-LAKI,1,2020
JAWA BARAT,KOTA BEKASI,5-14,PEREMPUAN,2,2020
JAWA BARAT,KOTA BEKASI,15-19,LAKI-LAKI,4,2020
JAWA BARAT,KOTA BEKASI,15-19,PEREMPUAN,1,2020
JAWA BARAT,KOTA BEKASI,20-24,LAKI-LAKI,49,2020
JAWA BARAT,KOTA BEKASI,20-24,PEREMPUAN,15,2020
JAWA BARAT,KOTA BEKASI,25-49,LAKI-LAKI,167,2020
JAWA BARAT,KOTA BEKASI,25-49,PEREMPUAN,61,2020
JAWA BARAT,KOTA BEKASI,≥50,LAKI-LAKI,14,2020
JAWA BARAT,KOTA BEKASI,≥50,PEREMPUAN,5,2020
JAWA BARAT,KOTA DEPOK,0-4,LAKI-LAKI,1,2020
JAWA BARAT,KOTA DEPOK,0-4,PEREMPUAN,0,2020
JAWA BARAT,KOTA DEPOK,5-14,LAKI-LAKI,0,2020
JAWA BARAT,KOTA DEPOK,5-14,PEREMPUAN,0,2020
JAWA BARAT,KOTA DEPOK,15-19,LAKI-LAKI,5,2020
JAWA BARAT,KOTA DEPOK,15-19,PEREMPUAN,3,2020
JAWA BARAT,KOTA DEPOK,20-24,LAKI-LAKI,33,2020
JAWA BARAT,KOTA DEPOK,20-24,PEREMPUAN,2,2020
JAWA BARAT,KOTA DEPOK,25-49,LAKI-LAKI,105,2020
JAWA BARAT,KOTA DEPOK,25-49,PEREMPUAN,56,2020
JAWA BARAT,KOTA DEPOK,≥50,LAKI-LAKI,11,2020
JAWA BARAT,KOTA DEPOK,≥50,PEREMPUAN,4,2020
JAWA BARAT,KOTA CIMAHI,0-4,LAKI-LAKI,3,2020
JAWA BARAT,KOTA CIMAHI,0-4,PEREMPUAN,7,2020
JAWA BARAT,KOTA CIMAHI,5-14,LAKI-LAKI,1,2020
JAWA BARAT,KOTA CIMAHI,5-14,PEREMPUAN,4,2020
JAWA BARAT,KOTA CIMAHI,15-19,LAKI-LAKI,4,2020
JAWA BARAT,KOTA CIMAHI,15-19,PEREMPUAN,1,2020
JAWA BARAT,KOTA CIMAHI,20-24,LAKI-LAKI,116,2020
JAWA BARAT,KOTA CIMAHI,20-24,PEREMPUAN,32,2020
JAWA BARAT,KOTA CIMAHI,25-49,LAKI-LAKI,128,2020
JAWA BARAT,KOTA CIMAHI,25-49,PEREMPUAN,42,2020
JAWA BARAT,KOTA CIMAHI,≥50,LAKI-LAKI,19,2020
JAWA BARAT,KOTA CIMAHI,≥50,PEREMPUAN,4,2020
JAWA BARAT,KOTA TASIKMALAYA,0-4,LAKI-LAKI,0,2020
JAWA BARAT,KOTA TASIKMALAYA,0-4,PEREMPUAN,0,2020
JAWA BARAT,KOTA TASIKMALAYA,5-14,LAKI-LAKI,0,2020
JAWA BARAT,KOTA TASIKMALAYA,5-14,PEREMPUAN,0,2020
JAWA BARAT,KOTA TASIKMALAYA,15-19,LAKI-LAKI,0,2020
JAWA BARAT,KOTA TASIKMALAYA,15-19,PEREMPUAN,0,2020
JAWA BARAT,KOTA TASIKMALAYA,20-24,LAKI-LAKI,0,2020
JAWA BARAT,KOTA TASIKMALAYA,20-24,PEREMPUAN,0,2020
JAWA BARAT,KOTA TASIKMALAYA,25-49,LAKI-LAKI,0,2020
JAWA BARAT,KOTA TASIKMALAYA,25-49,PEREMPUAN,0,2020
JAWA BARAT,KOTA TASIKMALAYA,≥50,LAKI-LAKI,0,2020
JAWA BARAT,KOTA TASIKMALAYA,≥50,PEREMPUAN,0,2020
JAWA BARAT,KOTA BANJAR,0-4,LAKI-LAKI,0,2020
JAWA BARAT,KOTA BANJAR,0-4,PEREMPUAN,0,2020
JAWA BARAT,KOTA BANJAR,5-14,LAKI-LAKI,0,2020
JAWA BARAT,KOTA BANJAR,5-14,PEREMPUAN,0,2020
JAWA BARAT,KOTA BANJAR,15-19,LAKI-LAKI,0,2020
JAWA BARAT,KOTA BANJAR,15-19,PEREMPUAN,0,2020
JAWA BARAT,KOTA BANJAR,20-24,LAKI-LAKI,0,2020
JAWA BARAT,KOTA BANJAR,20-24,PEREMPUAN,0,2020
JAWA BARAT,KOTA BANJAR,25-49,LAKI-LAKI,0,2020
JAWA BARAT,KOTA BANJAR,25-49,PEREMPUAN,0,2020
JAWA BARAT,KOTA BANJAR,≥50,LAKI-LAKI,0,2020
JAWA BARAT,KOTA BANJAR,≥50,PEREMPUAN,0,2020
JAWA BARAT,KABUPATEN BOGOR,0-4,LAKI-LAKI,7,2021
JAWA BARAT,KABUPATEN BOGOR,0-4,PEREMPUAN,3,2021
JAWA BARAT,KABUPATEN BOGOR,5-14,LAKI-LAKI,3,2021
JAWA BARAT,KABUPATEN BOGOR,5-14,PEREMPUAN,2,2021
JAWA BARAT,KABUPATEN BOGOR,15-19,LAKI-LAKI,8,2021
JAWA BARAT,KABUPATEN BOGOR,15-19,PEREMPUAN,6,2021
JAWA BARAT,KABUPATEN BOGOR,20-24,LAKI-LAKI,48,2021
JAWA BARAT,KABUPATEN BOGOR,20-24,PEREMPUAN,23,2021
JAWA BARAT,KABUPATEN BOGOR,25-49,LAKI-LAKI,199,2021
JAWA BARAT,KABUPATEN BOGOR,25-49,PEREMPUAN,95,2021
JAWA BARAT,KABUPATEN BOGOR,≥50,LAKI-LAKI,26,2021
JAWA BARAT,KABUPATEN BOGOR,≥50,PEREMPUAN,10,2021
JAWA BARAT,KABUPATEN SUKABUMI,0-4,LAKI-LAKI,2,2021
JAWA BARAT,KABUPATEN SUKABUMI,0-4,PEREMPUAN,1,2021
JAWA BARAT,KABUPATEN SUKABUMI,5-14,LAKI-LAKI,0,2021
JAWA BARAT,KABUPATEN SUKABUMI,5-14,PEREMPUAN,1,2021
JAWA BARAT,KABUPATEN SUKABUMI,15-19,LAKI-LAKI,2,2021
JAWA BARAT,KABUPATEN SUKABUMI,15-19,PEREMPUAN,2,2021
JAWA BARAT,KABUPATEN SUKABUMI,20-24,LAKI-LAKI,19,2021
JAWA BARAT,KABUPATEN SUKABUMI,20-24,PEREMPUAN,5,2021
JAWA BARAT,KABUPATEN SUKABUMI,25-49,LAKI-LAKI,60,2021
JAWA BARAT,KABUPATEN SUKABUMI,25-49,PEREMPUAN,23,2021
JAWA BARAT,KABUPATEN SUKABUMI,≥50,LAKI-LAKI,2,2021
JAWA BARAT,KABUPATEN SUKABUMI,≥50,PEREMPUAN,0,2021
JAWA BARAT,KABUPATEN CIANJUR,0-4,LAKI-LAKI,4,2021
JAWA BARAT,KABUPATEN CIANJUR,0-4,PEREMPUAN,1,2021
JAWA BARAT,KABUPATEN CIANJUR,5-14,LAKI-LAKI,0,2021
JAWA BARAT,KABUPATEN CIANJUR,5-14,PEREMPUAN,0,2021
